Site name,Country,State/Region,Latitude,Longitude,Profile name,Thickness range,Mean thickness (cm),LLST,MLST,MLST-A,MLST-B,MLST-C,MLST-C1,MLST-C2,MLST-C3,ULST,Various,Phase uncertainty,Distance from vent (km),Altitude (m),Depth of tephra layer (cm),Fan direction...23,Fan direction...24,Associated archaeology,Primary,Secondary,Reworked,Fall,Fluvial,XRF,Heavy minerals,Trace elements,Grain size distribution,Shard morphology,Comments,Reference1,Reference2,Reference3,Reference4,Reference5,Reference6,Update,Regional co-ordinates...62,Regional co-ordinates...63,unique_id
Lias cuesta II,Luxembourg,Luxembourg,49.646416,6.113435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,587
Lias cuesta III,Luxembourg,Luxembourg,49.654553,6.146735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,588
Lias cuesta VI,Luxembourg,Luxembourg,49.614496,6.236584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,589
Lias cuesta VII,Luxembourg,Luxembourg,49.576786,6.256204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,590
Larochette,Luxembourg,Mersch,49.783311,6.217705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,591
Lias cuesta I,Luxembourg,Mersch,49.72047,6.022595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,592
Lias cuesta IV,Luxembourg,Mersch,49.784287,6.170479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Jungerius, P. D., og H. J. Mücher. “Holocene slope development in the Lias cuesta area, Luxembourg, as shown by the distribution of volcanic materials”. Zeitschrift für Geomorphologie N.F. 14, nr. 2 (1970): 127–36.",NA,NA,NA,NA,NA,Update 7,NA,NA,593
Birbaach catchment,Luxembourg,Wiltz,49.965787,5.867583,Catchment area soil samples,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415-508,NA,W,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Imeson, A. C., og P. D. Jungerius. “Landscape stabilitẏ in the Luxembourg Ardennes as exemplified by hydrological and (micro)pedological investigations of a catena in an experimental watershed”. CATENA 1, nr. 0 (1973): 273–95. http://dx.doi.org/10.1016/S0341-8162(73)80016-5.",NA,NA,NA,NA,NA,Update 7,NA,NA,594
Kostverloren Veen,Netherlands,Drenthe,53.109167,6.547778,Kostverloren Veen,Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Davies, Siwan M., Wim Z. Hoek, S. J. P. Bohncke, John J. Lowe, Sean Pyne-O’Donnell, og C. S. M. Turney. “Detection of Lateglacial distal tephra layers in the Netherlands”. Boreas 34, nr. 2 (2005): 123–35. https://doi.org/10.1080/03009480510012944.",NA,NA,NA,NA,NA,NA,53 06 33,006 32 52,595
Malburgen,Netherlands,Gelderland,51.956344,5.920104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"Crommelin, R. D. “Een vulkinasch sediment in de ondergrond van de Betuwe”. Geologie En Mijnbouw 42 (1963): 112–13.",NA,NA,NA,NA,NA,Update 6,NA,NA,596
Huissen,Netherlands,Gelderland,51.943165,5.941909,Boring nr. 53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"Crommelin, R. D. “Een vulkinasch sediment in de ondergrond van de Betuwe”. Geologie En Mijnbouw 42 (1963): 112–13.",NA,NA,NA,NA,NA,Update 6,NA,NA,597
Doornenburg,Netherlands,Gelderland,51.88623,6.013137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"Crommelin, R. D. “Een vulkinasch sediment in de ondergrond van de Betuwe”. Geologie En Mijnbouw 42 (1963): 112–13.",NA,NA,NA,NA,NA,Update 6,NA,NA,598
Kedichem,Netherlands,Leerdam,51.857458,5.040084,core 38H0256,Pumice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,"Busschers, F. S., C. Kasse, R. T. van Balen, J. Vandenberghe, K. M. Cohen, H. J. T. Weerts, J. Wallinga, C. Johns, P. Cleveringa, og F. P. M. Bunnik. “Late Pleistocene evolution of the Rhine-Meuse system in the southern North Sea basin: imprints of climate change, sea-level oscillation and glacio-isostacy”. Quaternary Science Reviews 26, nr. 25–28 (2007): 3216–48. https://doi.org/10.1016/j.quascirev.2007.07.013.",NA,NA,NA,NA,NA,Update 7,NA,NA,599
Eurogeul,Netherlands,Offschore,52.016667,3.616667,"area B, transect VII",Pumice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"Hijma, Marc P., Kim M. Cohen, Wil Roebroeks, Wim E. Westerhoff, og Freek S. Busschers. “Pleistocene Rhine–Thames landscapes: geological background for hominin occupation of the southern North Sea region”. Journal of Quaternary Science 27, nr. 1 (2012): 17–39. https://doi.org/10.1002/jqs.1549.",NA,NA,NA,NA,NA,Update 7,NA,NA,600
Wegliny,Poland,Lubuskie,51.832144,14.725333,"WE’09, WE’10/1, WE’10/2 (master)",Traces only,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,56,535-577,NE,1,"Federmessergruppen, Ahrensburgian & Mesolithic in vicinity",1,NA,NA,1,NA,NA,1,NA,NA,Yes,NA,"Housley, Rupert A., Alison MacLeod, Dorota Nalepka, Aleksandra Jurochnik, Mirosław Masojć, Lauren Davies, Paul C. Lincoln, Christopher Bronk Ramsey, Clive S. Gamble, og J. John Lowe. “Tephrostratigraphy of a Lateglacial lake sediment sequence at Węgliny, southwest Poland”. Quaternary Science Reviews 77, nr. 0 (2013): 4–18. http://dx.doi.org/10.1016/j.quascirev.2013.07.014.",NA,NA,NA,NA,NA,Update 7,NA,NA,601
Niechorze II,Poland,Pomerania,54.095,15.071389,Nierchorze II,Traces only,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,Pumicious clasts no larger than 180µm,"Juvigné, Etienne H., S. Kozarski, and B. Nowaczyk. “The Occurrence of Laacher See Tephra in Pomerania, NW Poland.” Boreas 24 (1996): 225–31. https://doi.org/10.1111/j.1502-3885.1995.tb00775.x.",NA,NA,NA,NA,NA,NA,NA,NA,602
Trzechowskie,Poland,Pomerania,53.871739,18.215665,"TRZ-1a, TRZ-2a, TRZ-3a",Traces only,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,111,NA,NE,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,Yes,NA,"Wulf, Sabine, Florian Ott, Michał Słowiński, Agnieszka M. Noryśkiewicz, Nadine Dräger, Celia Martin-Puertas, Markus Czymzik, m.fl. “Tracing the Laacher See Tephra in the varved sediment record of the Trzechowskie palaeolake in central Northern Poland”. Quaternary Science Reviews 76, nr. 0 (2013): 129–39. http://dx.doi.org/10.1016/j.quascirev.2013.07.010.",NA,NA,NA,NA,NA,NA,NA,NA,603
Warnowo,Poland,Pomerania,53.930833,14.575278,Lake Domyslawskie,Traces only,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H., S. Kozarski, and B. Nowaczyk. “The Occurrence of Laacher See Tephra in Pomerania, NW Poland.” Boreas 24 (1996): 225–31. https://doi.org/10.1111/j.1502-3885.1995.tb00775.x.",NA,NA,NA,NA,NA,NA,NA,NA,604
Lake Medvedevskoye,Russia,Leningradskaya oblast,60.53052,29.899919,NA,Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,"Andronikov, A., D. S. Lauretta, Dmitry A. Subetto, C. Verbruggen, N. van der Putten, I. Andronikova, Tatiana Valentinovna Sapelko, og D. Drosenko. “Tale of two lakes: HR-ICP-MS study of Late-Glacial lake sediments from the Snellegem Pond in Belgium and the Lake Medvedevskoye in NW Russia. In search for fingerprints of the Late Pleistocene extraterrestrial event”. I “Geomorphology and Paleogeography of Polar Regions”: Proceedings of the Joint Conference “Geomorphology and Quaternary Paleogeography of Polar Regions”, Symposium “Leopoldina” and the INQUA Peribaltic working group Workshop. Saint-Petersburg, SPbSU, 9-17 September 2012, redigeret af A. Zhirov, V. Kuznetsov, Dmitry A. Subetto, og J. Thiede, 402–5. Saint Petersburg: Saint Petersburg University, 2012.",NA,NA,NA,NA,NA,NA,NA,NA,605
Hässeldala port,Sweden,Blekinge,56.266667,15.05,HP,Traces only,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Davies, Siwan M., Wim Z. Hoek, S. J. P. Bohncke, John J. Lowe, Sean Pyne-O’Donnell, og C. S. M. Turney. “Detection of Lateglacial distal tephra layers in the Netherlands”. Boreas 34, nr. 2 (2005): 123–35. https://doi.org/10.1080/03009480510012944.",NA,NA,NA,NA,NA,NA,NA,NA,606
Gotland,Sweden,Gotland,57.934722,18.366667,Core 14103-3,Traces only,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Påhlsson, I., og K. Bergh Alm. “Pollen-Analytical Studies of the Cores 14103-3 and 14102-1 from the Western Baltic”. Striae 23 (1985): 74–82.",NA,NA,NA,NA,NA,NA,NA,NA,607
Körslättamossen,Sweden,Scania,56.092222,13.063889,NA,Traces only,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,MLST or ULST,740,118,"286-286,5",NE,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,Yes,NA,"Larsson, S.A., Wastegård, S., 2018. The Laacher See Tephra discovered in southernmost Sweden. Journal of Quaternary Science 33, 477–481. https://doi.org/doi:10.1002/jqs.3033","Larsson, S.A., Wastegård, S., 2021. A high-resolution Lateglacial–Early Holocene tephrostratigraphy from southernmost Sweden with comments on the Borrobol–Penifiler tephra complex. Quaternary Geochronology 101239. https://doi.org/10.1016/j.quageo.2021.101239",NA,NA,NA,NA,NA,NA,NA,608
Burgäschi,Switzerland,Basel,47.17,7.669722,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,Various Magdalenian open-air sites nearby,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Martini, J. “Recherches de tetombées volcanicques quaternaires dans le S.E. de la France et la Suisse occidentale”. Archives des Sciences 23 (1971): 641–74.",NA,NA,NA,NA,NA,NA,NA,NA,609
Aegelsee,Switzerland,Bern,46.647222,7.542222,AE-1 & AE-3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,420,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Lotter, A. F., U. Eicher, U. Siegenthaler, og H. J. B. Birks. “Late-Glacial Climatic Oscillations as Recorded in Swiss Lake-Sediments”. Journal of Quaternary Science 7, nr. 3 (september 1992): 187–204.",NA,NA,NA,NA,NA,NA,NA,NA,610
Lörmoos,Switzerland,Bern,46.988611,7.411944,Bohrung I,0.4,0.4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,583,334.6-335,S,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,Yes,NA,"Wegmüller, S., og M. Welten. “Spätglaziale Bimstufflagen des Laacher Vulkanismus im Gebiet der westlichen Schweiz und der Dauphiné”. Eclogae geologicae Helveticae 66, nr. 3 (1973): 533–41.",NA,NA,NA,NA,NA,NA,NA,NA,611
Gerzensee,Switzerland,Bern,46.830833,7.546667,G-III/GER1,0.5,0.5,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,400,603,422,S,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Eicher, Ueli. “Die spätglazialen sowie die frühpostglazialen Klimaverhaltnisse im Bereiche der Alpen: Sauerstoffisotopenkurven kalkhaltiger Sedimente”. Geographica Helvetica 42 (1987): 99–104.","Lotter, A. F., U. Eicher, U. Siegenthaler, og H. J. B. Birks. “Late-Glacial Climatic Oscillations as Recorded in Swiss Lake-Sediments”. Journal of Quaternary Science 7, nr. 3 (september 1992): 187–204.","Walter-Simonnet, Anne-Véronique, G. Bossuet, A. L. Develle, C. Begeot, Pacale Ruffaldi, Michel Magny, T. Adatte, m.fl. “Chronicle and distribution of lateglacial tephras in the Vosges and Jura mountains, and the Swiss Plateau”. Quaternaire 19, nr. 2 (juni 2008): 117–32.",NA,NA,NA,NA,NA,NA,612
Obergurbs,Switzerland,Bern,46.644444,7.556944,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Küttel, M. “Zum Alpinen Spät- Und Frühen Postglazial: Das Profil Obergurbs (1910m) Im Diemtigtal, Berner Oberland, Schweiz.” Zeitschrift Für Gletscherkunde Und Glazialgeologie 10 (1974): 207–16.","Juvigné, Etienne H. “Révision de l’âge des volcans de l’Eifel occidental”. Zeitschrift für Geomorphologie N.F. 24 (1980): 345–55.",NA,NA,NA,NA,NA,NA,NA,613
Lobsigensee,Switzerland,Bern,47.030833,7.298056,NA,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,514,NA,S,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,NA,"Bogaard, Paul van den, og Hans-Ulrich Schmincke. “Laacher See Tephra: A widespread isochronous late Quaternary tephra layer in Central and Northern Europe”. Geological Society of America Bulletin 96, nr. 12 (1985): 1554–71. https://doi.org/10.1130/0016-7606(1985)96<1554:LSTAWI>2.0.CO;2.","Ammann, Brigitta, and Kaziemierz Tobolski. “Vegetational Development during the Late-Würm at Lobsigensee (Swiss Plateau). Studies in the Late Quaternary of Lobsigensee 1.” Revue Paléobiologie 2, no. 2 (1983): 163–80.",NA,NA,NA,NA,NA,NA,NA,614
Faulenseemoos,Switzerland,Bern,46.679167,7.694444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Lotter, A. F., U. Eicher, U. Siegenthaler, og H. J. B. Birks. “Late-Glacial Climatic Oscillations as Recorded in Swiss Lake-Sediments”. Journal of Quaternary Science 7, nr. 3 (september 1992): 187–204.",NA,NA,NA,NA,NA,NA,NA,NA,615
Chutti,Switzerland,Bern,46.626944,7.386111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,NA,"Eicher, Ueli. “Die spätglazialen sowie die frühpostglazialen Klimaverhaltnisse im Bereiche der Alpen: Sauerstoffisotopenkurven kalkhaltiger Sedimente”. Geographica Helvetica 42 (1987): 99–104.","Bogaard, Paul van den, og Hans-Ulrich Schmincke. “Laacher See Tephra: A widespread isochronous late Quaternary tephra layer in Central and Northern Europe”. Geological Society of America Bulletin 96, nr. 12 (1985): 1554–71. https://doi.org/10.1130/0016-7606(1985)96<1554:LSTAWI>2.0.CO;2.",NA,NA,NA,NA,NA,NA,NA,616
Dählimoos,Switzerland,Bern,46.7225,7.576111,NA,0.5,0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,NA,S,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Welten, M. Vegetationsgeschichtliche Untersuchungen in Den Westlichen Schweizer Alpen: Bern-Wallis. Denkschriften Der Schweizerischen Naturforschenden Gesellschaft 95. Basel: Birkhäuser, 1982.","Bogaard, Paul van den, og Hans-Ulrich Schmincke. “Laacher See Tephra: A widespread isochronous late Quaternary tephra layer in Central and Northern Europe”. Geological Society of America Bulletin 96, nr. 12 (1985): 1554–71. https://doi.org/10.1130/0016-7606(1985)96<1554:LSTAWI>2.0.CO;2.",NA,NA,NA,NA,NA,NA,NA,617
Dittligersee,Switzerland,Bern,46.75594,7.5329,NA,Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,S,2,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Martini, J. “Recherches de tetombées volcanicques quaternaires dans le S.E. de la France et la Suisse occidentale”. Archives des Sciences 23 (1971): 641–74.",NA,NA,NA,NA,NA,Update 4,NA,NA,618
Lac de Lussy,Switzerland,Fribourg,46.543633,6.899935,NA,Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,S,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Martini, J. “Recherches de tetombées volcanicques quaternaires dans le S.E. de la France et la Suisse occidentale”. Archives des Sciences 23 (1971): 641–74.",NA,NA,NA,NA,NA,Update 4,NA,NA,619
Lake Geneva,Switzerland,Genf,46.228333,6.165,F3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,470,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Moscariello, A., og F. Costa. “The Upper Laacher See Tephra in Lake Geneva sediments: paleoenvironmental and paleoclimatological implications”. Schweizerische Mineralogische Und Petrographische Mitteilungen 77, nr. 2 (1997): 175–85.","Moscariello, A., A. M. Schneider, og M. L. Filippi. “Late gacial and early Holocene palaeoenvironmental changes in Geneva Bay (Lake Geneva, Switzerland)”. Palaeogeography, Palaeoclimatology, Palaeoecology 140 (1998): 51–73.","GiradGirardclos, Stephanie, Julien Fiore, Anne-Marie Rachoud-Schneider, Ira Baster, and Walter Wildi. “Petit-Lac (Western Lake Geneva) Environment and Climate History from Deglaciation to the Present: A Synthesis.” Boreas 34, no. 4 (2005): 417–33. https://doi.org/10.1080/03009480500231385.clos et al. (2005)",NA,NA,NA,NA,NA,NA,620
Pallanterie et Rouelbeau,Switzerland,Genf,46.23328,6.236544,NA,Traces only,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,S,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Martini, J. “Recherches de tetombées volcanicques quaternaires dans le S.E. de la France et la Suisse occidentale”. Archives des Sciences 23 (1971): 641–74.",NA,NA,NA,NA,NA,Update 4,NA,NA,621
Lac de Bellefontaine,Switzerland,Jura,46.572118,6.090554,Lambert 887.60/181.42; Bel12,Traces only,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1108,157.5,S,2,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,"Martini, J. “Recherches de tetombées volcanicques quaternaires dans le S.E. de la France et la Suisse occidentale”. Archives des Sciences 23 (1971): 641–74.","Jouannic, Gwénolé, Anne-Véronique Walter-Simonnet, Gilles Bossuet, Carole Begeot, og Anne-Lise Develle. “Feldspar composition as an efficient tool for tephra identification: a case study from Holocene and Lateglacial lacustrine sequences (Jura, France)”. Journal of Quaternary Science 30, nr. 6 (2015): 569–83. https://doi.org/10.1002/jqs.2803.",NA,NA,NA,NA,Update 4,NA,NA,622
Rotsee,Switzerland,Luzern,47.073611,8.322778,RL-250,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,370,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Lotter, A. F., U. Eicher, U. Siegenthaler, og H. J. B. Birks. “Late-Glacial Climatic Oscillations as Recorded in Swiss Lake-Sediments”. Journal of Quaternary Science 7, nr. 3 (september 1992): 187–204.","Birks, H. J. B., og A. F. Lotter. “The impact of the Laacher See Volcano (11000 yr B.P.) on terrestrial vegetation and diatoms”. Journal of Paleolimnology 11 (1994): 313–22. https://doi.org/10.1007/BF00677991.",NA,NA,NA,NA,NA,NA,NA,623
Soppensee,Switzerland,Luzern,47.089444,8.08,SO89-23/-14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Blockley, S.P.E., Bronk Ramsey, C., Lane, C.S., Lotter, A.F., 2008. Improved age modelling approaches as exemplified by the revised chronology for the Central European varved lake Soppensee. Quaternary Science Reviews 27, 61–71. https://doi.org/10.1016/j.quascirev.2007.01.018.","Lotter, A.F., 1999. Late-glacial and Holocene vegetation history and dynamics as shown by pollen and plant macrofossil analyses in annually laminated sediments from Soppensee, central Switzerland. Vegetation History and Archaeobotany 8, 165–184.","Lotter, A.F., 2001. The palaeolimnology of Soppensee (Central Switzerlabnd), as evidenced by diatom, pollen, and fossil-pigment analyses. Journal of Paleolimnology 25, 65–79.","Lane, C.S., Blockley, S.P.E., Ramsey, C.B., Lotter, A.F., 2011. Tephrochronology and absolute centennial scale synchronisation of European and Greenland records for the last glacial to interglacial transition: A case study of Soppensee and NGRIP. Quaternary International 246, 145–156. https://doi.org/10.1016/j.quaint.2010.11.028",NA,NA,NA,47 05 22,008 04 48,624
Lac Loclat,Switzerland,Neuchatel,47.018477,6.996588,L-P1A,0.5,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,431.5,577.5,S,2,Magdalenian (Monruz & Champréveyres); Neolithic lake dwellings,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"Rolli, M., Filippi, M.L., Hadorn, P., Moscariello, A., 1994. Variazioni climatiche post-glaciali nei sedimenti lacustri del Lago di Loclat (Neuchatel, Svizzera): evidenze sedimentologiche, palinologiche, mineralogiche, geochimiche ed isotopiche - Dati preliminari. Il Quaternario 7, 335–342.","Thew, N., Hadorn, P., Coope, G.R., 2009. Hauterive/Rouges-Terres. Reconstruction of Upper Palaeolithic and Early Mesolithic natural environments, (Archéologie neuchâteloise, 44. Office et musée cantonal d’archéologie, Neuchatel.",NA,NA,NA,NA,Update 7,NA,NA,625
Weiher (Thayngen),Switzerland,Schaffhausen,47.735,8.688056,694 775/288 050,Traces only,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,Various Magdalenian cave sites nearby,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Hofmann, F., 1963. Spätglaziale Bimsstaublagen des Laachersee-Vulkanismus in schweizerischen Mooren. Eclogae geologicae Helveticae 56, 147–164.",NA,NA,NA,NA,NA,NA,NA,NA,626
Moor Bergwiesen,Switzerland,St. Gallen,47.459167,9.254444,736 000/258 000,0.2 - 0.3,0.25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Hofmann, F., 1963. Spätglaziale Bimsstaublagen des Laachersee-Vulkanismus in schweizerischen Mooren. Eclogae geologicae Helveticae 56, 147–164.",NA,NA,NA,NA,NA,NA,NA,NA,627
Rüeggetschwiler Moos,Switzerland,St. Gallen,47.435833,9.229167,734 420/255 950,Traces only,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Hofmann, F., 1963. Spätglaziale Bimsstaublagen des Laachersee-Vulkanismus in schweizerischen Mooren. Eclogae geologicae Helveticae 56, 147–164.",NA,NA,NA,NA,NA,NA,NA,NA,628
Hubermoos,Switzerland,St. Gallen,47.478056,9.379167,746 010 260 630,Traces only,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"Hofmann, F., 1963. Spätglaziale Bimsstaublagen des Laachersee-Vulkanismus in schweizerischen Mooren. Eclogae geologicae Helveticae 56, 147–164.",NA,NA,NA,NA,NA,NA,NA,NA,629
"Nussbaumer See (Stammheim-Nussbaumen-Hüttwilen), aka Trüttlikon",Switzerland,Thurgau,47.611944,8.829444,704 600/274 575,0.5,0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,S,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,Yes,NA,"Hofmann, F., 1963. Spätglaziale Bimsstaublagen des Laachersee-Vulkanismus in schweizerischen Mooren. Eclogae geologicae Helveticae 56, 147–164.","van den Bogaard, P., Schmincke, H.-U., 1985. Laacher See Tephra: A widespread isochronous late Quaternary tephra layer in Central and Northern Europe. Geological Society of America Bulletin 96, 1554–1571. https://doi.org/10.1130/0016-7606(1985)96<1554:LSTAWI>2.0.CO;2",NA,NA,NA,NA,NA,47 36 57,008 49 02,630
